userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV,univName,admit
gpraveenkumar,Computer Science,0,0,Data mining,102,PhD,Computer Science and Engineering,28,0,350,780,http://www.edulix.com/unisearch/user.php?uid=5843,0,,9.42,Fall - 2011,0,NIT Durgapur,,9.17,,10,,University of Texas Austin,0
greEnthusiast,Computer Science,0,0,,110,MS,Computer Science,,0,155,168,http://www.edulix.com/unisearch/user.php?uid=212465,0,3.5,9.8,Fall - 2014,0,NIT Kurukshetra,,9.16,,10,,University of Texas Austin,0
greprepin,Electrical Engineering,0,0,VLSI,108,MS,ECE,29,0,560,780,http://www.edulix.com/unisearch/user.php?uid=122698,0,3.5,9.6,Fall - 2012,0,NIT,,9.02,,10,,University of Texas Austin,0
gretest,Electronics and Communication,0,0,,113,MS/PhD,Electronics and Communication Engg,30,0,680,720,http://www.edulix.com/unisearch/user.php?uid=9427,0,4,86,Fall - 2011,0,VTU,,81,,100,,University of Texas Austin,0
gretopper331,Mechanical Engineering,0,0,,,MS,Mechanical,,0,164,167,http://www.edulix.com/unisearch/user.php?uid=267884,0,3.5,85.2,Fall - 2015,0,MJCET,,84.3,,100,,University of Texas Austin,0
gulliver_i,Business Analytics,0,0,,105,MS,0,,0,156,166,http://www.edulix.com/unisearch/user.php?uid=211121,0,3,0,Fall - 2014,0,Andhra University,,73.96,,100,,University of Texas Austin,0
gundaswaraj,Computer Science,0,0,,91,MS,CSE,,0,152,155,http://www.edulix.com/unisearch/user.php?uid=197148,0,3.5,9.8,Fall - 2013,0,VIT University,,8.34,,10,,University of Texas Austin,0
gunshyassassin,Electrical Engineering,0,0,Control / Signal Processing,112,MS,Electronics And Communication,26,0,164,170,http://www.edulix.com/unisearch/user.php?uid=213887,0,4,82,Fall - 2014,0,Delhi College Of Engineeing,,64.09,,100,,University of Texas Austin,0
gvivek19,Computer Science,0,12,,106,MS,CSE,26,6,152,168,http://www.edulix.com/unisearch/user.php?uid=248495,0,4,9.45,Fall - 2015,0,SASTRA,,9.37,,10,,University of Texas Austin,0
gvr,Civil Engineering,0,0,structures,,MS,Civil Engineering,,3,151,163,http://www.edulix.com/unisearch/user.php?uid=240203,0,3,9.6,Spring - 2015,0,SRM,,8.82,,10,,University of Texas Austin,0
hanith,Electrical Engineering,0,0,VLSI,107,MS,EEE WES GPA : 3.9/4.0,,0,165,167,http://www.edulix.com/unisearch/user.php?uid=127788,0,,79,Fall - 2012,0,JNTU,,78,,100,,University of Texas Austin,0
hankrearden,Civil Engineering,0,0,Geotech,116,MS/PhD,Civil Engineering,,0,620,760,http://www.edulix.com/unisearch/user.php?uid=129115,0,3,9.1,Fall - 2012,0,JUIT Solan,,8.6,,10,,University of Texas Austin,0
hansolo0210,Civil Engineering,0,0,Structural,110,MS,Civil Engineering,,0,660,800,http://www.edulix.com/unisearch/user.php?uid=5743,0,5,0,Fall - 2011,0,CEG,,8.12,,10,,University of Texas Austin,0
happypkm,Electronics and Communication,0,0,Signal Processing,114,MS,Electronics and Communication Department,,0,510,790,http://www.edulix.com/unisearch/user.php?uid=134444,0,4,9.5,Fall - 2012,0,NIT Rourkela,,9.45,,10,,University of Texas Austin,0
harenshetty,Civil and Environmental Engg,0,0,Geotechnical Engineering,114,MS,Civil Engineering,,0,156,167,http://www.edulix.com/unisearch/user.php?uid=211966,0,4,9.1,Fall - 2014,0,VJTI,,7.7,,10,,University of Texas Austin,0
haresh89,Computer Engineering / Computer Networking / Computer Science,0,0,Systems Engineering,116,MS,Computer Science and Engineering,,0,640,790,http://www.edulix.com/unisearch/user.php?uid=8912,0,4,87,Fall - 2011,0,Sri Venkateswara College of Engineering,,79,,100,,University of Texas Austin,0
harihar90,Computer Science,0,34,,117,MS,Computer Science,,0,169,170,http://www.edulix.com/unisearch/user.php?uid=191791,1,4.5,9.7,Fall - 2014,1,CEG,,9.18,,10,,University of Texas Austin,0
hariharan1729,Computer Science,0,55,Programming languages,117,MS,Electrical and Electronics,30,0,164,167,http://www.edulix.com/unisearch/user.php?uid=208671,0,4.5,85,Fall - 2014,1,R V College of Engineering,,85,,100,,University of Texas Austin,0
harishuk87,Electrical Engineering,0,0,Computer networks,116,MS,EEE,,0,157,165,http://www.edulix.com/unisearch/user.php?uid=140938,0,4.5,0,Fall - 2012,0,Nanyang Technological University,,4.48,,5,,University of Texas Austin,0
hari_bruno,Computer Science,0,0,Computer Networks,112,MS,IT,,0,152,166,http://www.edulix.com/unisearch/user.php?uid=210152,0,4,9.45,Fall - 2014,0,Coimbatore Insitute of Technology,,9.01,,10,,University of Texas Austin,0
harlequin,Mechanical Engineering,0,0,Manufacturing / Production Systems,106,MS,Mechanical Engineering,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=10131,0,3.5,9.8,Fall - 2011,0,Amrita Vishwa Vidhyapeetham,,8.54,,10,,University of Texas Austin,0
harsh87,Electrical and Computer Engineering,0,0,VLSI/Mixed-Signal Design/ Embedded Systems (May Be),115,MS,ECE,28,0,530,800,http://www.edulix.com/unisearch/user.php?uid=134575,0,3.5,9.6,Fall - 2012,0,Manipal Institue of Technology,,8.6,,10,,University of Texas Austin,0
harsha2359,Electrical Engineering,0,0,Advanced Electromagnetics,,MS,Electronics and Communications,,2,149,166,http://www.edulix.com/unisearch/user.php?uid=258016,0,3.5,0,Fall - 2015,0,Vignan Institute of Technology and Science,,77,,100,,University of Texas Austin,0
harshitk,Computer Science,0,0,Artificial Intelligence Operating Systems,109,MS,Computer Science Engineering,,0,660,790,http://www.edulix.com/unisearch/user.php?uid=4383,0,4.5,9.59,Fall - 2011,0,VIT,,9.33,,10,,University of Texas Austin,0
harshit_ps,Computer Science,0,0,Networking,110,MS,Information Technology,29,0,161,161,http://www.edulix.com/unisearch/user.php?uid=169416,0,3.5,9,Fall - 2013,0,Nirma Institute of Technology,,7.87,,10,,University of Texas Austin,0
hazel_sur,Computer Science,0,0,Data Mining/Information Retrival,119,MS,Information Technology,,0,710,780,http://www.edulix.com/unisearch/user.php?uid=5012,0,4,80,Fall - 2011,0,Pune University,,66,,100,,University of Texas Austin,0
hedwig1109,Electrical Engineering,0,0,Communications and Signal Processing,116,MS,Electronics and Communication,27,0,167,170,http://www.edulix.com/unisearch/user.php?uid=170840,0,4,0,Fall - 2013,0,BITS Pilani,,9.47,,10,,University of Texas Austin,0
hikushalhere,Computer Science,0,0,,111,MS,Computer Science & Engineering,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=4629,0,4,9.2,Fall - 2011,0,NIT Durgapur,,8.66,,10,,University of Texas Austin,0
himank,Computational Science,0,0,,100,MS,CSE,,0,650,790,http://www.edulix.com/unisearch/user.php?uid=126398,0,3,9.8,Fall - 2012,0,Jaypee Institute of Information Technology,,6.9,,10,,University of Texas Austin,0
hiteshmittal389,Computer Science,0,0,,105,MS,Information Science and Engg,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=5805,0,3,9.81,Fall - 2011,0,PESIT,,8.8,,10,,University of Texas Austin,0
hi_its_me,Computer Engineering,24,36,Comp Arch,94,MS,ECE,,0,156,162,http://www.edulix.com/unisearch/user.php?uid=209266,0,2.5,9.6,Fall - 2015,2,NIT,,8.45,,10,,University of Texas Austin,0
hkr1990,Computer Engineering,0,0,Computer Architecture & Systems,111,MS,Electronics Engineering,,0,157,163,http://www.edulix.com/unisearch/user.php?uid=181974,0,3,0,Fall - 2014,0,IIT BHU,,7.52,,10,,University of Texas Austin,0
hossenna,Computer Engineering,0,0,,120,MS,Electronics and Comm,,0,165,169,http://www.edulix.com/unisearch/user.php?uid=223008,0,3.5,0,Fall,0,,,8.19,,10,,University of Texas Austin,0
hritza,Computer Science,0,0,Distributed Networks Web Internet,,PhD,Computer Science & Engineering,,0,156,169,http://www.edulix.com/unisearch/user.php?uid=134611,0,3.5,8.81,Fall - 2012,0,West Bengal University Of Technology,,8.81,,10,,University of Texas Austin,0
humachine,Computer Science,0,7,Human-Computer Interaction,114,MS,Electrical Engineering,,9,166,170,http://www.edulix.com/unisearch/user.php?uid=178205,0,3.5,9.5,Fall - 2015,0,IIT Madras,,6.7,,10,,University of Texas Austin,0
hurtlocker1988,Electrical Engineering,0,0,Digital VLSI & Computer Architecture,114,MS,ELECTRONICS AND COMMUNICATION,,0,720,800,http://www.edulix.com/unisearch/user.php?uid=4487,0,4,88,Fall - 2011,0,SJCE,,85,,100,,University of Texas Austin,0
iashwinrao,Mechanical Engineering,0,0,Controls Mechatronics Robotics,114,MS,Mechanical Engineering,,0,157,166,http://www.edulix.com/unisearch/user.php?uid=212854,0,4,0,Fall - 2014,0,MSRIT,,9.27,,10,,University of Texas Austin,0
icefire,Computer Science,0,0,Data Mining,114,MS,cse,,0,550,800,http://www.edulix.com/unisearch/user.php?uid=3525,0,4.5,88.65,Fall - 2010,0,SSN College of Engineering,,88.65,,100,,University of Texas Austin,0
icywhite88,Electrical and Computer Engineering,0,0,Computer Architecture/VLSI,107,MS,0,,0,560,790,http://www.edulix.com/unisearch/user.php?uid=153658,0,3.5,0,Fall - 2010,0,,,0,,0,,University of Texas Austin,0
IM0490,Electrical Engineering,0,0,microelectronics,106,MS,electronics and telecommunications,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=162415,0,3.5,0,Fall - 2012,0,MU,,56,,100,,University of Texas Austin,0
inchara,Computer Science,0,0,,105,MS,Computer Science,4.5,0,580,800,http://www.edulix.com/unisearch/user.php?uid=4866,0,,85,Fall - 2011,0,MSRIT,,75,,100,,University of Texas Austin,0
indian1990,Electrical Engineering,0,0,Signal and Image processing,92,MS,Electronics,23,0,480,800,http://www.edulix.com/unisearch/user.php?uid=130519,0,3,78.7,Fall - 2012,0,MU,,75.86,,100,,University of Texas Austin,0
infiniteloop,Computer Science,0,0,Networks and Systems,117,MS,0,,0,168,166,http://www.edulix.com/unisearch/user.php?uid=186079,0,4,9.7,Fall - 2013,0,,,9.3,,10,,University of Texas Austin,0
invictus_br,petroleum engineering,0,0,Reservoir,115,MS,Petroleum Engineering,,0,162,168,http://www.edulix.com/unisearch/user.php?uid=183375,0,4.5,91.2,Fall - 2013,0,ISM Dhanbad,,79.3,,100,,University of Texas Austin,0
invinciblenits2k5,Computational Science,0,0,Machine Learning,114,MS,Mechanical Engineering,,0,670,800,http://www.edulix.com/unisearch/user.php?uid=10472,0,4,9.38,Fall - 2012,0,NIT Hamirpur,,8.68,,10,,University of Texas Austin,0
ishanp,Chemical Engineering,0,0,Process Systems Engineering Separations,108,MS/PhD,Chemical Engineering Department,,0,630,800,http://www.edulix.com/unisearch/user.php?uid=133697,0,3.5,9.3,Fall - 2012,0,Thapar University,,7.1,,10,,University of Texas Austin,0
ishitamohindra,Electrical Engineering,0,0,Telecommunication,108,MS,Electronics and Communication,,0,560,800,http://www.edulix.com/unisearch/user.php?uid=138876,0,3.5,79,Fall - 2012,0,Indira Gandhi Institute Of Technology,,75,,100,,University of Texas Austin,0
isk8n,Computer Science,0,0,Database/Data Mining,111,MS,CSE,25,0,157,159,http://www.edulix.com/unisearch/user.php?uid=176179,0,,85,Fall - 2014,0,VTU,,75,,100,,University of Texas Austin,0
iti7sha,Chemical Engineering,0,0,,108,MS/PhD,chemical enginnering,,0,145,160,http://www.edulix.com/unisearch/user.php?uid=215537,0,3,75,Fall - 2014,0,Pune University,,75,,100,,University of Texas Austin,0
i_anonymous,Electronics Engineering,0,0,Embedded,112,MS/PhD,Electronics,,0,159,170,http://www.edulix.com/unisearch/user.php?uid=154016,0,3,82,Fall - 2013,0,MU,,74,,100,,University of Texas Austin,0
j.jugs,Electronics and Communication,0,0,Wireless Comp N/ws Image Proc,107,MS,E&TC;,,0,610,780,http://www.edulix.com/unisearch/user.php?uid=10492,0,5,4,Fall - 2012,0,,,3.92,,4,,University of Texas Austin,0
jacky91,Industrial Engineering,0,0,,116,MS,Mechanical,,0,157,161,http://www.edulix.com/unisearch/user.php?uid=219598,0,3.5,0,Fall - 2014,0,MU,,72.94,,100,,University of Texas Austin,0
jade_1999,Computer Engineering,0,0,Computer Architecture,109,MS,Electrical,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=9905,0,3.5,10,Fall - 2011,0,BITS Pilani,,8.9,,10,,University of Texas Austin,0
jagat.takodara@gmail.com,Computer Science,0,0,,103,MS,Computer Science,28,0,155,170,http://www.edulix.com/unisearch/user.php?uid=144602,0,4,9,Fall - 2012,0,Nirma Institute of Technology,,8.2,,10,,University of Texas Austin,0
jainprashant03,Computer Science,0,0,Wireless Networks,110,MS,CSE,,0,150,165,http://www.edulix.com/unisearch/user.php?uid=71376,0,3.5,0,Fall - 2013,0,GGSIPU,,79.61,,100,,University of Texas Austin,0
jaisongeorge,Computer Science,0,0,General,99,MS,Mechanical Engineering,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=4760,0,3.5,86,Fall - 2011,0,BIT Mesra,,71,,100,,University of Texas Austin,0
jaladhi_mehta,Electrical Engineering,0,0,Photonics/Optoelectronics,110,MS,Electrical and Electronics,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=4333,0,4.5,75.6,Fall - 2011,0,Gujarat Technological University,,75.6,,100,,University of Texas Austin,0
janesjanes,Computer Science,0,0,,103,MS,Computer Engineering,,0,154,160,http://www.edulix.com/unisearch/user.php?uid=160839,0,3,3.86,Fall - 2013,0,Khon Kaen University,,3.86,,4,,University of Texas Austin,0
jarvis5021,Electronics and Communication,0,49,Computer Architecture,112,MS,Electronics and Communication Engineering,,5,154,167,http://www.edulix.com/unisearch/user.php?uid=239904,0,3.5,9.9,Fall - 2016,0,Motilal Nehru National Institute of Technology,,9.17,,10,,University of Texas Austin,0
jay1234567890,Computer Science,0,0,,,MS,Mathematics and Computing,,0,155,167,http://www.edulix.com/unisearch/user.php?uid=213813,0,3,9.04,Fall - 2014,0,IIT Guwahati,,7.56,,10,,University of Texas Austin,0
jcharthal99@gmail.com,environmental engineering,0,0,civil,95,MS,CIVIL,,0,142,306,http://www.edulix.com/unisearch/user.php?uid=272953,0,3.5,8.72,Fall - 2015,0,COEP,,8.69,,10,,University of Texas Austin,0
jdanapa,Computer Science,0,0,Data Management/Database Systems,,MS,Computer Science and Engineering,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=10277,0,,0,Fall - 2011,0,U of Washington,,3.78,,4,,University of Texas Austin,0
jefferson.ceg,Computer Science,0,0,,112,MS,Computer Science,,0,630,800,http://www.edulix.com/unisearch/user.php?uid=10273,0,4.5,9.6,Fall - 2011,0,CEG,,9.21,,10,,University of Texas Austin,0
jerrin,Computer Science,0,15,,115,MS,Computer Science and Engineering,,0,160,170,http://www.edulix.com/unisearch/user.php?uid=169439,0,4.5,9.57,Fall - 2015,0,NIT Calicut,,8.29,,10,,University of Texas Austin,0
jig,Aerospace Engineering,0,0,Aerodynamics,110,MS,Mechanical Engineering,,0,530,800,http://www.edulix.com/unisearch/user.php?uid=3645,0,3.5,9.63,Fall - 2013,0,NITK Surathkal,,8.34,,10,,University of Texas Austin,0
jimmy231,Civil Engineering,10,0,Structural Engineering,112,MS,Civil Engineering,28,3,155,170,http://www.edulix.com/unisearch/user.php?uid=206536,1,5,9.57,Fall - 2015,3,NITK Surathkal,,9.22,,10,,University of Texas Austin,0
Jin,Computer Engineering,0,0,Computer Architecture/ Reconfigurable Computing / MircoArchitecture,105,MS/PhD,Electronics and Communication Engineering,,0,590,790,http://www.edulix.com/unisearch/user.php?uid=8450,0,5,83.3,Fall - 2011,0,Sri Jayachamarajendra College of Engineering,,75.67,,100,,University of Texas Austin,0
jindalanshul28,Electronics and Communication,0,0,,108,MS,Electronics and Communication,,0,145,170,http://www.edulix.com/unisearch/user.php?uid=167680,0,3,10,Fall - 2013,0,Thapar University,,8.52,,10,,University of Texas Austin,0
jiujitsu,Civil Engineering,0,0,Construction Management,106,MS,Civil Engineering,26,6,156,170,http://www.edulix.com/unisearch/user.php?uid=258811,0,3.5,9.5,Fall - 2015,0,R V College of Engineering,,8.68,,10,,University of Texas Austin,0
Jkms2014,Computer Science,0,60,,104,MS,Electronics & Comm,,0,162,159,http://www.edulix.com/unisearch/user.php?uid=236060,0,3,0,Fall - 2014,0,MBSCET,,75,,100,,University of Texas Austin,0
joluba,Electronics and Communication,0,0,embedded systems/ Automotive Electronics,109,MS,Electronics &Telecommunication;,29,0,149,160,http://www.edulix.com/unisearch/user.php?uid=171794,0,3.5,81,Fall - 2013,0,Pune University,,74,,100,,University of Texas Austin,0
joshuacool4,Electronics and Communication,0,0,vlsi power electronics,110,MS,ECE,,0,157,168,http://www.edulix.com/unisearch/user.php?uid=193073,0,3.5,9.8,Fall - 2014,0,VNIT Nagpur,,9.1,,10,,University of Texas Austin,0
jrajan02,Civil Engineering,0,0,water resource/ environmental,107,MS,civil,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=8236,0,3.5,0,Fall - 2011,0,Punjab Engineering College,,0,,0,,University of Texas Austin,0
jss.aman@gmail.com,Electronics and Communication,0,0,Communications & Networking,117,MS,Electronics & Communication Engg,,0,160,166,http://www.edulix.com/unisearch/user.php?uid=136906,0,3.5,84.72,Fall - 2012,0,JSS Noida,,84.72,,100,,University of Texas Austin,0
judgementdey,Computer Science,0,0,Networks,117,MS,Information Technology,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=3420,0,4.5,9.21,Fall - 2009,0,Nirma Institute of Technology,,8.88,,10,,University of Texas Austin,0
jvgvjg,Wireless communications,0,42,Communication and networking,104,MS,Electronics and Communication,25,2,154,163,http://www.edulix.com/unisearch/user.php?uid=215793,0,3.5,89.6,Fall - 2014,0,JNTU,,83.64,,100,,University of Texas Austin,0
jynth2207,petroleum engineering,0,0,,118,MS,Petroleum Engineering,,0,690,790,http://www.edulix.com/unisearch/user.php?uid=133270,0,4.5,9.2,Spring - 2012,0,Pandit Deendayal Petroleum University,,8.33,,10,,University of Texas Austin,0
kagupta,Computer Science,0,0,IR data mining,106,MS,Computer Science and Engineering,4,0,540,790,http://www.edulix.com/unisearch/user.php?uid=6810,0,3.5,9.6,Fall - 2011,0,IIT Kharagpur,,8.51,,10,,University of Texas Austin,0
kalayarasan,Mechanical Engineering,0,0,Mechanics,99,MS,Mechanical Engineering,,0,650,780,http://www.edulix.com/unisearch/user.php?uid=168071,0,3.5,9.1,Fall - 2013,0,PSG College of Technology,,8.53,,10,,University of Texas Austin,0
kalyansri.p,Aerospace Engineering,0,0,,104,MS,Mechanical,,0,149,163,http://www.edulix.com/unisearch/user.php?uid=167056,0,3,9.7,Fall - 2013,0,Amrita School of Engineering,,9.4,,10,,University of Texas Austin,0
kamsotz,environmental engineering,0,0,Wastewater engineering Bio-remediation and Water treatment,112,MS,Civil Engineering (Agricultural and Irrigation Engineering Degree),,0,700,800,http://www.edulix.com/unisearch/user.php?uid=115987,0,4,9.1,Fall - 2012,0,CEG,,7.5,,10,,University of Texas Austin,0
kanika mittal,Chemical/Environmental Engg.,0,0,Energy and Environment,104,MS,Chemical,,0,440,740,http://www.edulix.com/unisearch/user.php?uid=6305,0,4,9.34,Fall - 2011,0,NIT Surat,,9.34,,10,,University of Texas Austin,0
kapilb7,Civil Engineering,0,0,Construction Management,101,MS,civil engineering,,0,560,790,http://www.edulix.com/unisearch/user.php?uid=135695,0,4,8.9,Fall - 2012,0,VJTI,,7,,10,,University of Texas Austin,0
kapuriadivya,Architecture,0,0,Urban Design,101,MS,Architecture,27,0,149,156,http://www.edulix.com/unisearch/user.php?uid=189432,0,3,0,Summer - 2013,0,NMIMS,,3.62,,4,,University of Texas Austin,0
karan21188,MIS,0,65,,114,MS,CSE,,4,158,163,http://www.edulix.com/unisearch/user.php?uid=255737,0,4.5,0,Fall - 2015,0,Maharaja Surajmal Institute of Technology,,75,,100,,University of Texas Austin,0
karan5ingh,Electrical Engineering,0,0,MEMs/VLSI,104,MS,Instrumentation and control,,0,155,160,http://www.edulix.com/unisearch/user.php?uid=171903,0,4.5,9.5,Fall - 2013,0,Manipal Institue of Technology,,7.68,,10,,University of Texas Austin,0
karans51,Civil Engineering,0,6,structures,114,MS,civil,28,24,167,170,http://www.edulix.com/unisearch/user.php?uid=259689,0,4,0,Fall,0,Thapar University,,8.73,,10,,University of Texas Austin,0
karanwahi,Computer Science,0,0,Computer Networks/Systems,118,MS,Information Science Engineering,,0,163,167,http://www.edulix.com/unisearch/user.php?uid=227218,0,4.5,0,Fall,0,R V College of Engineering,,9.09,,10,,University of Texas Austin,0
kare8589,Electronics and Communication,0,0,,102,MS,ELECTRONICS AND COMMUNICATION ENGINEERING,,0,600,800,http://www.edulix.com/unisearch/user.php?uid=8197,0,3.5,9.86,Fall - 2011,0,NIT Tirchy,,8.53,,10,,University of Texas Austin,0
kart1984,Computer Engineering,0,0,Embedded Systems,105,MS,ECE,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=2694,0,3,9.2,Fall - 2008,0,TCE,,8.43,,10,,University of Texas Austin,0
Karthigeyan.R,Industrial Engineering,0,0,SCM OR,104,MS,Production engg,,0,620,790,http://www.edulix.com/unisearch/user.php?uid=125389,0,3.5,9.1,Fall - 2012,0,Madras Institute of Technology,,8.4,,10,,University of Texas Austin,0
Karthik Narayanan,Computer Engineering,0,0,Wireless Networks,273,MS,ECE,4.5,0,640,800,http://www.edulix.com/unisearch/user.php?uid=1149,0,4,0,Fall - 2007,0,CEG,,8.79,,10,,University of Texas Austin,0
karthik.krish1,Electronics & Communication,0,0,Nanoelectronics,105,MS/PhD,Telecommunication Engineering,,0,510,790,http://www.edulix.com/unisearch/user.php?uid=11245,0,3.5,9.6,Fall - 2011,0,MSRIT,,9.26,,10,,University of Texas Austin,0
karthika.m,Computer Engineering/Comp Science,0,0,Data Mining/Databases,113,MS,Computer Engineering,,0,161,164,http://www.edulix.com/unisearch/user.php?uid=140786,0,4.5,81,Fall - 2013,0,Fr. CRIT Vashi Mumbai University,,74,,100,,University of Texas Austin,0
karthikbr,Computer Science,0,0,Networks,110,MS,Computer Science,,0,600,790,http://www.edulix.com/unisearch/user.php?uid=9188,0,4,0,Fall - 2011,0,RNSIT,,76.7,,100,,University of Texas Austin,0
karthikraoa,Electrical and computer science,0,0,Signal Processing,114,PhD,ECE,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=9451,0,3.5,9.4,Fall - 2011,0,NITK Surathkal,,8.7,,10,,University of Texas Austin,0
karthikuvce,Computer Engineering,0,75,,106,MS,Computer Science,,9,150,160,http://www.edulix.com/unisearch/user.php?uid=257472,0,4.5,85,Fall - 2015,0,UVCE,,81,,100,,University of Texas Austin,0
kartikaygarg,Electrical Engg/ comp engg,4,7,Computer Architecture-Embedd Systems / VLSI / Microelectronics,111,MS,Electronics & Communication Engg,,9,158,170,http://www.edulix.com/unisearch/user.php?uid=254509,1,3.5,9.4,Fall - 2015,0,YMCA,,9.225,,10,,University of Texas Austin,0
katzj,Civil Engineering,10,22,Transportation Engineering,109,MS/PhD,Civil Engineering,29,4,160,165,http://www.edulix.com/unisearch/user.php?uid=160200,2,4.5,9.3,Fall - 2014,4,BITS Pilani,,8.05,,10,,University of Texas Austin,0
kaushiik,Electrical and computer science,0,0,Computer Vision Image Processing,104,MS,ECE,,0,660,800,http://www.edulix.com/unisearch/user.php?uid=4209,0,3.5,9.7,Fall - 2011,0,CEG,,8.81,,10,,University of Texas Austin,0
kaushikram89,Electrical Engineering,0,0,Energy Systems & Control,104,MS,Electronics & Instrumentation,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=8214,0,3,0,Fall - 2011,0,VIT University,,9.01,,10,,University of Texas Austin,0
kdeconda,Computer Science,0,0,,300,MS,CSE,6,0,690,750,http://www.edulix.com/unisearch/user.php?uid=185,0,4.5,84,Fall - 2006,0,NITW,,79,,100,,University of Texas Austin,0
keerthivasan,Mechanical Engineering,12,10,Thermal/Energy Sciences,108,MS/PhD,Mechanical Engineering,,12,152,166,http://www.edulix.com/unisearch/user.php?uid=187432,0,3.5,9.5,Fall - 2015,2,PSG College of Technology,,8.08,,10,,University of Texas Austin,0
kesari,Aerospace Engineering,0,0,CFD,109,MS,Mechanical Engineering,,0,157,164,http://www.edulix.com/unisearch/user.php?uid=178531,0,4,9.47,Fall - 2014,0,BITS Hyderabad,,7.25,,10,,University of Texas Austin,0
keth43,petroleum engineering,0,0,,107,PhD,Mechanical Engineering,,0,530,800,http://www.edulix.com/unisearch/user.php?uid=10916,0,3.5,9,Fall - 2011,0,IIT Madras,,7.24,,10,,University of Texas Austin,0
kgram1989,Electrical Engg/ comp engg,0,0,VLSI/Embedded Sytems/Intelligent system,109,MS,Electronics and Communication,29,0,660,800,http://www.edulix.com/unisearch/user.php?uid=6481,0,3.5,9.68,Fall - 2011,0,,,9.45,,10,,University of Texas Austin,0
khanjandamania,analytics,0,0,,103,MS,Electronics,26,0,147,167,http://www.edulix.com/unisearch/user.php?uid=270143,0,3.5,0,Fall - 2015,0,K J Somaiya College of Engiineering,,55,,100,,University of Texas Austin,0
khushboo_11,Computer Science,0,0,ARTIFICIAL INTELLIGENCE,115,MS,CSE,30,0,690,780,http://www.edulix.com/unisearch/user.php?uid=4972,0,3.5,81,Fall - 2011,0,Bharati Vidyapeeth,,80.5,,100,,University of Texas Austin,0
kid,Computer Science,0,0,AI,111,MS,Computer Science,,0,590,800,http://www.edulix.com/unisearch/user.php?uid=4482,0,4,0,Fall - 2011,0,BITS Pilani,,8.7,,10,,University of Texas Austin,0
kimks,Industrial Engineering,0,0,OR or Supply Chain or Quality,93,MS,Industrial Engineering and Management,,0,520,670,http://www.edulix.com/unisearch/user.php?uid=5693,0,4,80,Fall - 2011,0,MSRIT,,70.92,,100,,University of Texas Austin,0
kinnaresh,Civil Engineering,0,0,CM,108,MS,Civil,,0,640,730,http://www.edulix.com/unisearch/user.php?uid=190848,0,4.5,9,Fall - 2013,0,L D College Of Engineering,,7.56,,10,,University of Texas Austin,0
Kiran.T,Mechanical Engineering,0,0,Fluid/Thermal,108,MS,Aeronautical Engineering,24,0,560,770,http://www.edulix.com/unisearch/user.php?uid=131807,0,4,9.1,Fall - 2012,0,Anna University,,8.33,,10,,University of Texas Austin,0
kiranbg123,Computer Science,0,0,Advanced Algorithms,101,MS,Information Science,,0,152,160,http://www.edulix.com/unisearch/user.php?uid=184071,0,3.5,88,Fall - 2014,0,PESIT,,75,,100,,University of Texas Austin,0
kiranks,Electrical Engineering,0,0,VLSI Circuit Design,283,Both MS and PhD,Electronics and Communication,6,0,470,790,http://www.edulix.com/unisearch/user.php?uid=131,0,5.5,89,Fall - 2006,0,NIT Karnataka,,82,,100,,University of Texas Austin,0
kirthiaparna,Electrical Engineering,0,0,Embedded Systems Computer Architecture,109,MS,EEE,27,0,159,162,http://www.edulix.com/unisearch/user.php?uid=210213,0,3.5,9.5,Fall - 2014,0,MIT,,8.85,,10,,University of Texas Austin,0
kishan1890,Electrical and Computer Engineering,0,0,VLSI + DSP,111,MS,ECE,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=117907,0,4,9.7,Fall - 2012,0,NITK Surathkal,,8.78,,10,,University of Texas Austin,0
kitarp1,Electrical and Computer Engineering,0,0,,111,MS,0,,0,760,790,http://www.edulix.com/unisearch/user.php?uid=11569,0,4.5,10,Fall - 2011,0,BITS Pilani,,7.9,,10,,University of Texas Austin,0
kkimaya,Computer Science,0,0,Programming Languages,109,MS,Information Technology,,0,670,800,http://www.edulix.com/unisearch/user.php?uid=139481,0,4,0,Fall - 2012,0,Thadomal Shahani Engineering College,,64,,100,,University of Texas Austin,0
